"Numéro FINESS","SIREN","Raison sociale","Complément distribution","Adresse","Lieudit/BP","Code postal","Libelle routage","Tel","Fax","Compl distr public","Adresse public","Lieudit/BP public","Code postal public","Routage public","Tel public","Fax public","Date ouvert","Code categorie","Lib categorie","Code statut","Lib statut","Code tarif","Lib tarif","Code PSPH","Lib PSPH","FINESS juridique","SAN:","Activite1","Modalité1","Forme1","Activite2","Modalité2","Forme2","Activite3","Modalité3","Forme3","Activite4","Modalité4","Forme4","Activite5","Modalité5","Forme5","Activite6","Modalité6","Forme6","Activite7","Modalité7","Forme7","Activite8","Modalité8","Forme8","Activite9","Modalité9","Forme9","Activite10","Modalité10","Forme10","Activite11","Modalité11","Forme11","Activite12","Modalité12","Forme12","Activite13","Modalité13","Forme13","Activite14","Modalité14","Forme14","Activite15","Modalité15","Forme15","Activite16","Modalité16","Forme16","Activite17","Modalité17","Forme17","Activite18","Modalité18","Forme18","Activite19","Modalité19","Forme19","Activite20","Modalité20","Forme20","Activite21","Modalité21","Forme21","Activite22","Modalité22","Forme22","Activite23","Modalité23","Forme23","Activite24","Modalité24","Forme24","Activite25","Modalité25","Forme25","EML:","Code1","Equipement1","Code2","Equipement2","Code3","Equipement3","Code4","Equipement4","Code5","Equipement5","Code6","Equipement6",,,,,,,,,,,,,,,,,
670781749,"775 641 988 00032","CLINIQ DENTAIRE CPAM STRASBOURG",,"21 RUE DE GENEVE",,67091,"STRASBOURG CEDEX","03 88 36 12 11 ",,,,,,,,,,125,"Centre de Santé Dentaire",40,"Rég.Gén.Sécurité Sociale",1,"Etablissement Tarif Libre",,,670792696,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670781764,"775 641 988 00040","CLINIQ DENTAIRE CPAM STRASBOURG",,"1 PLACE DU MARCHE",,67090,"STRASBOURG CEDEX","03 88 34 21 94 ",,,,,,,,,,125,"Centre de Santé Dentaire",40,"Rég.Gén.Sécurité Sociale",1,"Etablissement Tarif Libre",,,670792696,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670781772,"775 641 988 00073","CLIN DENTAIRE CPAM SCHILTIGHEIM",,"14 RUE DE LATTRE",,67300,"SCHILTIGHEIM","03 88 33 01 82 ",,,,,,,,,,125,"Centre de Santé Dentaire",40,"Rég.Gén.Sécurité Sociale",1,"Etablissement Tarif Libre",,,670792696,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670781798,"778 743 187 00024","CTRE SOINS INF. DIEMERINGEN",,"13 RUE DES REMPARTS",,67430,"DIEMERINGEN","03 88 00 49 05 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670792423,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670781806,"775 672 272 10537","C.S.I.DE LA C.R.F.DRULINGEN",,"1 RUE DU LEVANT",,67320,"DRULINGEN","03 88 00 61 03 ",,,,,,,,,,289,"Centre de Soins Infirmiers",61,"Ass.L.1901 Recon.Util.Pub.",1,"Etablissement Tarif Libre",,,750721334,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670781863,,"CTRE SOINS INFIRM.DE WOERTH",,"5 RUE DES GRENADIERS",,67360,"WOERTH","03 88 09 32 58 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670003599,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782051,"775 642 283 00078","CTRE SOINS INF. ERSTEIN",,"3 RUE DE LA REBMATT",,67150,"ERSTEIN","03 88 98 06 47 ",,,,,,,,,,289,"Centre de Soins Infirmiers",63,"Fondation",7,"ARH établissements de santé non financés dotation globale",,,680010840,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782077,"311 209 811 00018","ANNEXE CTRE SOIN. INF.SCHERWILLER",,"7 RUE DES CHEVALIERS",,67750,"SCHERWILLER","03 88 92 04 89 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000819,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782200,"775 642 283 00045","CTRE SOINS INF. SCHIRMECK",,"10 RUE DES FORGES",,67130,"SCHIRMECK","03 88 97 01 41 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670797570,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782234,"307 118 117 00034","ANN.CSI MONT.VERTE A OSTWALD",,"2 RUE DE L EGLISE",,67540,"OSTWALD","03 88 66 29 48 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000678,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782259,"216 702 183 00205","CTRE SOINS INF. ILLKIRCH-GRAFFE",,"10 ALLEE FRANCOIS MITTERAND",,67401,"ILLKIRCH CEDEX","03 90 40 60 38 ",,,,,,,,,,289,"Centre de Soins Infirmiers",3,"Commune",1,"Etablissement Tarif Libre",,,670000710,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782432,"311 127 781 00087","CTRE SOINS INF.SEEBACH",,"2 RUE DE L'EGLISE",,67160,"SEEBACH","03 88 94 74 19 ",,,,,,,,,,289,"Centre de Soins Infirmiers",63,"Fondation",1,"Etablissement Tarif Libre",,,670000785,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782457,,"CTRE SOINS INFIRMIER NIEDERBRONN","COUVENT SAINT-JOSEPH","4 RUE SOEUR E EPPINGER",,67110,"NIEDERBRONN LES BAINS","03 88 05 85 50 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,680015963,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782481,"314 091 778 00014","CTRE SOINS INFIRMIER MERTZWILLER",,"6 PLACE DE LA LIBERTE",,67580,"MERTZWILLER","88 90 31 79    ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000728,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782499,"393 871 009 00014","CTRE SOINS INF.THAL MARMOUTIER",,"1 RUE DU COUVENT",,67440,"THAL MARMOUTIER","03 88 91 65 45 ","03 88 03 12 08",,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000736,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782523,"314 091 778 00022","ANT.CSI MERTZWILLER A LA WALCK",,"2 RUE D UBERACH",,67350,"LA WALCK","03 88 90 73 90 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000728,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782671,,"CTRE SOINS INF.DE BETSCHDORF",,"25 RUE DU PRESBYTERE",,67660,"BETSCHDORF","03 88 54 42 89 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670003599,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782788,"311 127 781 00020","CTRE SOINS INF.SCHWEIGHOUSE/MOD",,"1 PLACE DU MAIRE WENDLING",,67590,"SCHWEIGHOUSE SUR MODER","03 88 72 67 90 ",,,,,,,,,,289,"Centre de Soins Infirmiers",63,"Fondation",1,"Etablissement Tarif Libre",,,670000785,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782812,,"CTRE SOINS INFIRM SOULTZ/FORETS",,"1 RUE DE L'ABBE FISCHER",,67250,"SOULTZ SOUS FORETS","03 88 80 40 26 ",,,,,,,,,,289,"Centre de Soins Infirmiers",63,"Fondation",1,"Etablissement Tarif Libre",,,670000785,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782846,"327 047 981 00011","CTRE SOINS INF.DE SAVERNE",,"1 RUE DU TRIBUNAL",,67700,"SAVERNE","03 88 91 10 81 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000751,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670782911,"311 127 781 00129","CTRE SOINS INFIRMIER REUTENBOURG","COUVENT DE REINACKER",,,67440,"REUTENBOURG","03 88 70 60 50 ",,,,,,,,,,289,"Centre de Soins Infirmiers",63,"Fondation",1,"Etablissement Tarif Libre",,,670000785,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670783133,"266 700 574 00079","CHU STRASBOURG/HOP ROBERTSAU","HOPITAL DE LA ROBERTSAU","83 RUE HIMMERICH",,67000,"STRASBOURG","03 88 11 55 11 ","03 88 11 55 26",,,,,,,,,101,"Centre Hospitalier Régional (C.H.R.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780055,,"Médecine","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","Médecine","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Soins de suite","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670783208,"311 209 811 00018","CTRE SOINS INF. SELESTAT",,"7 PLACE MARCHE AUX CHOUX",,67600,"SELESTAT","03 88 92 10 10 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000819,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670783273,"266 700 574 00095","CHU STRASBOURG / HOP HAUTEPIERRE",,"1 AVENUE MOLIERE",,67098,"STRASBOURG CEDEX 2","03 88 11 67 68 ","03 88 12 70 99",,,,,,,,,101,"Centre Hospitalier Régional (C.H.R.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780055,,"Réanimation","Adulte","Pas de forme","Réanimation","Pédiatrique spécifique","Pas de forme","Transplantations d'organes et greffes de moelle osseuse","Poumon","Hospitalisation complète (24 heures consécutives ou plus)","Transplantations d'organes et greffes de moelle osseuse","Foie","Hospitalisation complète (24 heures consécutives ou plus)","Transplantations d'organes et greffes de moelle osseuse","Coeur","Hospitalisation complète (24 heures consécutives ou plus)","Transplantations d'organes et greffes de moelle osseuse","Coeur et poumon","Hospitalisation complète (24 heures consécutives ou plus)","Chirurgie","Pas de modalité","Chirurgie ambulatoire","Médecine","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Chirurgie","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Rééducation et réadaptation fonctionnelle","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Neurochirurgie","Pas de modalité","Pas de forme","Médecine","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","#NOM ?"," par voie endovasculaire"," en cardiologie""","Pas de modalité","Pas de forme","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Gynécologie obstétrique","Hospitalisation complète (24 heures consécutives ou plus)","Transplantations d'organes et greffes de moelle osseuse","Moelle osseuse (allogène)","Hospitalisation complète (24 heures consécutives ou plus)","Médecine d'urgence","SMU générale","Pas de forme","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Gynécologie obstétrique","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Néonatologie sans soins intensifs","Hospitalisation complète (24 heures consécutives ou plus)","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Néonatologie avec soins intensifs","Hospitalisation complète (24 heures consécutives ou plus)","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Réanimation néonatale","Hospitalisation complète (24 heures consécutives ou plus)","Chirurgie cardiaque","Adulte","Hospitalisation complète (24 heures consécutives ou plus)","Médecine d'urgence","SMUR Pédiatrique","Non saisonnier","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en centre pour enfants","Pas de forme","AMP DPN","DPN Cytogénétique","Pas de forme","Médecine d'urgence","SMU Pédiatrique","Pas de forme",,57,"Caméra à Positons",62,"App d'IRM à Utilisation Clinique",57,"Caméra à scintillation sans détecteur d'émission de positons",56,"Scanographe",57,"Caméra à Scintillation",449,"Caisson Hyperbare"
670783281,"315 385 526 00019","CTRE SOINS INFIRM SCHILTIGHEIM",,"5 PLACE DE L'EGLISE",,67300,"SCHILTIGHEIM","03 88 33 15 83 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670000843,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670784651,"778 870 675 00031","CTRE SOINS INF.KOENIGSHOFFEN",,"45 RUE VIRGILE",,67200,"STRASBOURG","03 88 30 73 86 ",,,,,,,,,,289,"Centre de Soins Infirmiers",62,"Ass. de Droit Local",1,"Etablissement Tarif Libre",,,670001221,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670790146,"266 700 574 00285","CHU DE STRASBOURG / LACTARIUM",,"1 AVENUE MOLIERE",,67098,"STRASBOURG CEDEX 2","03 88 12 71 99 ","03 88 12 82 44",,,,,,,,,101,"Centre Hospitalier Régional (C.H.R.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780055,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670790161,"266 700 574 00186","CHU DE STRASBOURG/HOP DE L'ELSAU",,"15 RUE CRANACH",,67200,"STRASBOURG","03 88 11 59 00 ","03 88 11 59 39",,,,,,,,,101,"Centre Hospitalier Régional (C.H.R.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780055,,"Psychiatrie","Infanto-juvénile","Hospitalisation complète (24 heures consécutives ou plus)","Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670790179,"266 700 574 00202","CHU DE STRASBOURG/INST DENTAIRE",,"1 PLACE DE L'HOPITAL",,67000,"STRASBOURG","03 90 24 39 01 ","03 90 24 39 00",,,,,,,,,101,"Centre Hospitalier Régional (C.H.R.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780055,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670791367,"266 700 319 00020","HOP JOUR ROTHAU 67I04 CHERSTEIN",,"15 ROUTE DE SCHIRMECK",,67570,"ROTHAU","03 88 97 94 28 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670781152,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670791375,"266 706 027 00080","HOP JOUR STRASBOURG 67G08 CH EPSAN",,"68 RUE DU FAUBOURG NATIONAL",,67000,"STRASBOURG","03 88 23 02 94 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670791383,"266 706 027 00098","HOP JOUR SCHILTIGHEIM 67G07",,"1 RUE DE WISSEMBOURG",,67300,"SCHILTIGHEIM","03 88 83 67 36 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670791607,"326 480 621 00019","ADIRAL STRASBOURG",,"3 RUE KELLERMANN",,67450,"MUNDOLSHEIM","03 88 18 08 30 ",,,,,,,,,,422,"Traitements Spécialisés à Domicile",62,"Ass. de Droit Local",16,"CRAM homologué préfet de région",0,"non PSPH                     ",670001437,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792027,"775 642 069 00162","HOPITAL DE JOUR DOCTEUR GERMAINE BORD",,"11 RUE SAINT-GUILLAUME",,67000,"STRASBOURG","03 88 36 70 70 ",,,,,,,,,,129,"Etablissement de Soins Médicaux",62,"Ass. de Droit Local",4,"ARH établissements PSPH Dotation globale",2,"PSPH par intégration         ",670792340,,"Soins de suite","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","Médecine","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792050,"266 700 319 00095","HOP JOUR STRASBOURG 67G10 ERSTEIN",,"76 ROUTE DE LA GANZAU",,67100,"STRASBOURG","03 88 39 77 29 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670781152,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792068,"266 706 027 00106","HOP JOUR SAVERNE 67G02/BRUMATH",,"16 GRAND'RUE",,67700,"SAVERNE","03 88 71 10 66 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792076,"266 706 027 00114","HOP JOUR HAGUENAU 67G03 CH EPSAN",,"1 RUE DU CHATEAU",,67500,"HAGUENAU","03 88 73 23 93 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792084,"266 706 027 00122","HOP JOUR HAGUENAU 67I02 CH EPSAN","LES MARMOUSETS B","12 RUE DE L'AQUEDUC",,67500,"HAGUENAU","03 88 93 10 23 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792175,"434 111 126 00034","ESPACE DE SANTÉ MUT.  DE L'ESPLANADE",,"8 RUE DE LONDRES",,67000,"STRASBOURG","03 88 61 06 61 ",,,,,,,,,,439,"Centre Santé Polyvalent",47,"Société Mutualiste",99,"indéterminé",,,670010339,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792985,"266 700 228 00056","CTRE PLANIFIC. - C.H. DE SAVERNE",,"19 COTE DE SAVERNE","BP 105",67700,"SAVERNE","03 88 71 67 67 ",,,,,,,,,,355,"Centre Hospitalier (C.H.)",13,"Etb.Pub.Commun.Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670780345,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670792993,"266 706 027 00130","HOP JOUR STRASBOURG 67G05 BRUMATH",,"16 RUE DE BERNE",,67000,"STRASBOURG","03 88 35 49 87 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793009,"266 706 027 00148","HOP JOUR MOLSHEIM 67G06 CH EPSAN",,"20 RUE DU GENERAL LECLERC",,67120,"MOLSHEIM","03 88 38 75 31 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670793017,"266 706 027 00155","HOP JOUR SAVERNE 67I02/ CH EPSAN","LA RIBAMBELLE","6 RUE ABOUT",,67700,"SAVERNE","03 88 91 18 13 ",,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
